side,claim,gtin,gtin_group_size,gtin_group_brands,claim_share_in_group,gtin_check_independent,title_corroborates,title_check_independent,corpus_support,generic_token_fraction,is_generic_category_word,status,role,sku_id
source,Penta,,0,,0.0,True,True,True,43,0.0005724418133839688,False,confirmed_by_title_only,source,497607124
target,Penta,679461100057,1,Pentax1,1.0,False,True,False,43,0.0005724418133839688,False,derived_only_not_independently_checkable,target,497607124
source,Cemilefendi,,0,,0.0,True,True,True,110,0.0015916674811164012,False,confirmed_by_title_only,source,125267583
target,Cemil,8680462025654,1,Cemilx1,1.0,False,True,False,21,0.00011169596358711587,False,derived_only_not_independently_checkable,target,125267583
source,D'Arbo,,0,,0.0,True,False,True,77,0.00022339192717423174,False,unverified_no_independent_evidence,source,489391770
target,Protein2O,858379004347,2,Protein2Ox2,1.0,False,True,False,32,0.0004188598634516845,False,derived_only_not_independently_checkable,target,489391770
source,Kom Vida,8437017153108,2,Kom Vidax2,1.0,True,True,True,122,2.7923990896778967e-05,False,confirmed_by_co_listings,source,410761846
target,Kom Vida,8437017153146,1,Kom Vidax1,1.0,False,True,False,122,2.7923990896778967e-05,False,derived_only_not_independently_checkable,target,410761846
source,Tri Top,,0,,0.0,True,False,True,91,0.0008516817223517586,False,unverified_no_independent_evidence,source,436821649
target,Tri Top,4055188068379,1,Tri Topx1,1.0,False,True,False,91,0.0008516817223517586,False,derived_only_not_independently_checkable,target,436821649
source,Bolt 24,52000044218,5,Bolt 24x5,1.0,True,True,True,90,0.00022339192717423174,False,confirmed_by_co_listings,source,258663625
target,Sports Water,87342598,1,Sports Waterx1,1.0,False,True,False,8,0.008181729332756238,False,derived_only_not_independently_checkable,target,258663625
source,Cidou,,0,,0.0,True,True,True,62,0.0005864038088323583,False,confirmed_by_title_only,source,83085806
target,Reflet de France,3245390020390,2,Reflet de Francex2,1.0,False,True,False,17,0.0,False,derived_only_not_independently_checkable,target,83085806
source,Valensina,,0,,0.0,True,True,True,97,0.0011728076176647166,False,confirmed_by_title_only,source,830747687
target,Caresse Antillaise,3291330001356,1,Caresse Antillaisex1,1.0,False,True,False,62,0.0,False,derived_only_not_independently_checkable,target,830747687
source,Carola,,0,,0.0,True,True,True,48,0.0004188598634516845,False,confirmed_by_title_only,source,54715120
target,Carola,3268651011784,3,Carolax3,1.0,False,True,False,48,0.0004188598634516845,False,derived_only_not_independently_checkable,target,54715120
source,Rip It,42200006796,1,Rip Itx1,1.0,True,True,True,25,0.00033508789076134763,False,confirmed_by_co_listings,source,117615212
target,NOS,815154020251,3,NOSx3,1.0,False,True,False,169,0.00216410929450037,False,derived_only_not_independently_checkable,target,117615212
source,BIKOS,,0,,0.0,True,False,True,95,0.0,False,unverified_no_independent_evidence,source,409883752
target,BIKOS,5201946900675,1,BIKOSx1,1.0,False,True,False,95,0.0,False,derived_only_not_independently_checkable,target,409883752
source,Mio Mio,43000005897,3,Mio Miox3,1.0,True,True,True,29,0.0003630118816581266,False,confirmed_by_co_listings,source,221712501
target,Orange Crush,752798350002,1,Orange Crushx1,1.0,False,True,False,43,0.0014939335129776747,False,derived_only_not_independently_checkable,target,221712501
source,Community Coffee,,0,,0.0,True,True,True,37,0.0005026318361420214,False,confirmed_by_title_only,source,866547280
target,Lucky Jack,20855346005530,1,Lucky Jackx1,1.0,False,True,False,39,0.0005445178224871899,False,derived_only_not_independently_checkable,target,866547280
source,Erikli,,0,,0.0,True,False,True,169,2.7923990896778967e-05,False,unverified_no_independent_evidence,source,229211957
target,Relentless,5060466510265,5,Relentlessx5,1.0,False,True,False,118,0.0014380855311841168,False,derived_only_not_independently_checkable,target,229211957
source,Chaudfontaine,5449000111692,2,Chaudfontainex2,1.0,True,False,True,83,0.0007120617678678636,False,confirmed_by_co_listings,source,67789418
target,Chaudfontaine,5449000111739,2,Chaudfontainex2,1.0,False,True,False,83,0.0007120617678678636,False,derived_only_not_independently_checkable,target,67789418
source,226ers,,0,,0.0,True,True,True,96,0.0012007316085614957,False,confirmed_by_title_only,source,539655627
target,PowerBar,4029679840034,1,PowerBarx1,1.0,False,True,False,135,0.0006562137860743057,False,derived_only_not_independently_checkable,target,539655627
source,Wandering Bear,,0,,0.0,True,False,True,147,0.0008097957360065901,False,unverified_no_independent_evidence,source,718240476
target,Barissimo,100141411823,1,Barissimox1,1.0,False,True,False,23,2.7923990896778967e-05,False,derived_only_not_independently_checkable,target,718240476
source,Kotimaista,6415712610715,2,Kotimaistax2,1.0,True,False,True,96,0.0,False,confirmed_by_co_listings,source,71713660
target,Kotimaista,6415712400071,2,Kotimaistax2,1.0,False,True,False,96,0.0,False,derived_only_not_independently_checkable,target,71713660
source,Farm Boy,,0,,0.0,True,True,True,143,0.0020105273445680857,False,confirmed_by_title_only,source,841572419
target,Super Drink,858176002522,3,Super Drinkx3,1.0,False,True,False,116,0.005570836183907404,False,derived_only_not_independently_checkable,target,841572419
source,Savia,,0,,0.0,True,True,True,35,0.000488669840693632,False,confirmed_by_title_only,source,580179838
target,Roosvicee,8710395945696,2,Roosviceex2,1.0,False,True,False,135,0.0007120617678678636,False,derived_only_not_independently_checkable,target,580179838
source,PowerBar,,0,,0.0,True,True,True,135,0.0006562137860743057,False,confirmed_by_title_only,source,532379100
target,PowerBar,4029679123632,9,PowerBarx9,1.0,False,True,False,135,0.0006562137860743057,False,derived_only_not_independently_checkable,target,532379100
source,Naya,,0,,0.0,True,True,True,45,0.0005026318361420214,False,confirmed_by_title_only,source,786107854
target,Eska,671785400042,1,Eskax1,1.0,False,True,False,98,0.0009494156904904849,False,derived_only_not_independently_checkable,target,786107854
source,Peace Tea,,0,,0.0,True,True,True,232,0.0026946651215391704,False,confirmed_by_title_only,source,841379196
target,Wicky,8711900016344,1,Wickyx1,1.0,False,True,False,87,0.0011309216313195483,False,derived_only_not_independently_checkable,target,841379196
source,Sprecher,,0,,0.0,True,True,True,93,0.0012705415858034431,False,confirmed_by_title_only,source,81480080
target,Hi Ball,897351000878,5,Hi Ballx4; Hiball Energyx1,0.8,False,True,False,37,0.0007120617678678636,False,derived_only_not_independently_checkable,target,81480080
source,4Bro,,0,,0.0,True,True,True,86,0.0007120617678678636,False,confirmed_by_title_only,source,750834038
target,4Bro,4260667060786,1,4Brox1,1.0,False,True,False,86,0.0007120617678678636,False,derived_only_not_independently_checkable,target,750834038
source,Turkey Hill,20735096338,2,Turkey Hillx2,1.0,True,True,True,125,0.0012705415858034431,False,confirmed_by_co_listings,source,963102914
target,Fit,787670900402,1,Fitx1,1.0,False,True,False,17,0.001731287435600296,False,derived_only_not_independently_checkable,target,963102914
source,Crystal Clear,,0,,0.0,True,True,True,117,0.001842983399187412,False,confirmed_by_title_only,source,55740572
target,Crystal Clear,8715600246452,1,Crystal Clearx1,1.0,False,True,False,117,0.001842983399187412,False,derived_only_not_independently_checkable,target,55740572
source,May Tea,3124480195326,2,May Teax2,1.0,True,False,True,258,0.00297390503050696,False,confirmed_by_co_listings,source,578263598
target,May Tea,3124480195326,2,May Teax2,1.0,False,True,False,258,0.00297390503050696,False,derived_only_not_independently_checkable,target,578263598
source,DubbelFrisss,8720157401964,2,DubbelFrisssx2,1.0,True,False,True,168,0.0,False,confirmed_by_co_listings,source,912116732
target,DubbelFrisss,8720157401964,2,DubbelFrisssx2,1.0,False,True,False,168,0.0,False,derived_only_not_independently_checkable,target,912116732
source,Oze,,0,,0.0,True,False,True,222,0.00242938720801977,False,unverified_no_independent_evidence,source,208885479
target,Lakanto,843076001478,1,Lakantox1,1.0,False,True,False,38,0.00044678385434846347,False,derived_only_not_independently_checkable,target,208885479
source,Inca Kola,,0,,0.0,True,True,True,42,0.0005305558270388003,False,confirmed_by_title_only,source,517056474
target,Stewart's,352154328128,1,Stewart'sx1,1.0,False,True,False,153,0.0013543135584937799,False,derived_only_not_independently_checkable,target,517056474
source,Everfresh,,0,,0.0,True,True,True,33,0.00047470784524524244,False,confirmed_by_title_only,source,356075621
target,Xyience,352154300780,1,Xyiencex1,1.0,False,True,False,88,0.0010890356449743798,False,derived_only_not_independently_checkable,target,356075621
source,Jardin Bio,,0,,0.0,True,False,True,179,2.7923990896778967e-05,False,unverified_no_independent_evidence,source,81159701
target,Alnavit,4260012974393,1,Alnavitx1,1.0,False,True,False,86,0.0006422517906259162,False,derived_only_not_independently_checkable,target,81159701
source,Obsesso,,0,,0.0,True,False,True,146,0.0008935677086969269,False,unverified_no_independent_evidence,source,842033159
target,Coldpress,5060268000209,1,Coldpressx1,1.0,False,True,False,48,0.0006003658042807479,False,derived_only_not_independently_checkable,target,842033159
source,Schoenenberger,,0,,0.0,True,True,True,32,0.00033508789076134763,False,confirmed_by_title_only,source,275988746
target,Schoenenberger,4006309020103,1,Schoenenbergerx1,1.0,False,True,False,32,0.00033508789076134763,False,derived_only_not_independently_checkable,target,275988746
source,Strike Force,,0,,0.0,True,False,True,49,9.773396813872638e-05,False,unverified_no_independent_evidence,source,966974285
target,Sunberry,856128004884,2,Sunberryx2,1.0,False,True,False,17,0.00023735392262262122,False,derived_only_not_independently_checkable,target,966974285
source,Réal,,0,,0.0,True,True,True,102,0.007204389651368974,False,confirmed_by_title_only,source,67878005
target,Realemon,5410233710228,1,Realemonx1,1.0,False,True,False,28,0.0003211258953129581,False,derived_only_not_independently_checkable,target,67878005
source,Niehoffs Vaihinger,,0,,0.0,True,True,True,51,0.0006701757815226953,False,confirmed_by_title_only,source,915079232
target,Garant,7340083411199,3,Garantx3,1.0,False,True,False,191,0.0,False,derived_only_not_independently_checkable,target,915079232
source,Whole Foods Market,,0,,0.0,True,True,True,95,0.002485235189813328,False,confirmed_by_title_only,source,68706319
target,Lete,8008627000177,2,Letex2,1.0,False,True,False,23,0.00030716389986456866,False,derived_only_not_independently_checkable,target,68706319
source,London Essence Co,,0,,0.0,True,False,True,55,0.0023735392262262123,False,unverified_no_independent_evidence,source,445403395
target,London Essence Co,5010102241107,2,London Essence Cox2,1.0,False,True,False,55,0.0023735392262262123,False,derived_only_not_independently_checkable,target,445403395
source,Creative Roots,43000087275,4,Creative Rootsx4,1.0,True,True,True,42,0.0006980997724194742,False,confirmed_by_co_listings,source,653814658
target,Fruity King,8714862708913,1,Fruity Kingx1,1.0,False,True,False,95,0.0016195914720131801,False,derived_only_not_independently_checkable,target,653814658
source,R Whites,5010102119611,2,R Whitesx2,1.0,True,True,True,65,0.0008097957360065901,False,confirmed_by_co_listings,source,23131007
target,R Whites,5010102119611,2,R Whitesx2,1.0,False,True,False,65,0.0008097957360065901,False,derived_only_not_independently_checkable,target,23131007
source,Odwalla,,0,,0.0,True,True,True,57,0.0007260237633162532,False,confirmed_by_title_only,source,14852750
target,Protein Water,5060438160115,1,Protein Waterx1,1.0,False,True,False,17,0.0045376485207265825,False,derived_only_not_independently_checkable,target,14852750
source,Icee,,0,,0.0,True,True,True,38,0.000488669840693632,False,confirmed_by_title_only,source,873410104
target,Rio,649424330555,1,Riox1,1.0,False,True,False,3,0.0001815059408290633,False,derived_only_not_independently_checkable,target,873410104
source,Dark Blue,,0,,0.0,True,True,True,17,0.0019127933764293593,False,confirmed_by_title_only,source,351319158
target,Full Throttle,655466867744,1,Full Throttlex1,1.0,False,True,False,61,0.0007958337405582006,False,derived_only_not_independently_checkable,target,351319158
source,Crystal Clear,,0,,0.0,True,True,True,117,0.001842983399187412,False,confirmed_by_title_only,source,54220751
target,Crystal Clear,8715600246452,1,Crystal Clearx1,1.0,False,True,False,117,0.001842983399187412,False,derived_only_not_independently_checkable,target,54220751
source,Liquid Ice,,0,,0.0,True,True,True,26,0.007469667564888374,False,confirmed_by_title_only,source,935900948
target,AA,8722200960855,2,AAx2,1.0,False,False,False,78,0.0009633776859388743,False,derived_only_not_independently_checkable,target,935900948
source,River,,0,,0.0,True,False,True,68,0.0018010974128422434,False,unverified_no_independent_evidence,source,428908907
target,Kist,810048481804,1,Kistx1,1.0,False,True,False,17,0.00022339192717423174,False,derived_only_not_independently_checkable,target,428908907
source,Fun Light,7316110001008,2,Fun Lightx2,1.0,True,False,True,103,0.0023735392262262123,False,confirmed_by_co_listings,source,1046525407
target,Rolnik,5997210702235,1,Rolnikx1,1.0,False,True,False,3,4.1885986345168454e-05,False,derived_only_not_independently_checkable,target,1046525407
source,Kizilay,,0,,0.0,True,True,True,117,0.0004188598634516845,False,confirmed_by_title_only,source,290780600
target,Hysope,3770014856401,1,Hysopex1,1.0,False,True,False,24,1.3961995448389483e-05,False,derived_only_not_independently_checkable,target,290780600
source,Greenhouse,,0,,0.0,True,True,True,31,0.0011309216313195483,False,confirmed_by_title_only,source,841273394
target,Evolution Fresh,762357474445,1,Evolution Freshx1,1.0,False,True,False,264,0.0031693729667844127,False,derived_only_not_independently_checkable,target,841273394
source,Kayseri Pazarı,,0,,0.0,True,False,True,233,0.0,False,unverified_no_independent_evidence,source,231425617
target,Kayseri Pazarı,8680462031655,1,Kayseri Pazarıx1,1.0,False,True,False,233,0.0,False,derived_only_not_independently_checkable,target,231425617
source,Rotbäckchen,,0,,0.0,True,False,True,36,2.7923990896778967e-05,False,unverified_no_independent_evidence,source,47906564
target,Produits U,3256222240022,1,Produits Ux1,1.0,False,True,False,33,0.0,False,derived_only_not_independently_checkable,target,47906564
source,Niehoffs Vaihinger,,0,,0.0,True,True,True,51,0.0006701757815226953,False,confirmed_by_title_only,source,431785827
target,Cherry Good,5060174770371,3,Cherry Goodx3,1.0,False,True,False,15,0.005361406252181562,False,derived_only_not_independently_checkable,target,431785827
source,Mahbuba,,0,,0.0,True,False,True,133,0.0,False,unverified_no_independent_evidence,source,289798881
target,Hartridges,5060102621331,1,Hartridgesx1,1.0,False,True,False,25,0.00026527791351940017,False,derived_only_not_independently_checkable,target,289798881
source,Rocky Mountain,,0,,0.0,True,True,True,15,0.0002513159180710107,False,confirmed_by_title_only,source,1034108691
target,Rocky Mountain,855842004262,2,Rocky Mountainx2,1.0,False,True,False,15,0.0002513159180710107,False,derived_only_not_independently_checkable,target,1034108691
source,ESI,,0,,0.0,True,False,True,22,8.377197269033691e-05,False,unverified_no_independent_evidence,source,212809474
target,Savia,466125153852,1,Saviax1,1.0,False,True,False,35,0.000488669840693632,False,derived_only_not_independently_checkable,target,212809474
source,Cal Valls,,0,,0.0,True,False,True,181,0.001954679362774528,False,unverified_no_independent_evidence,source,693355839
target,Raikastamo,6430032800042,1,Raikastamox1,1.0,False,True,False,92,0.0,False,derived_only_not_independently_checkable,target,693355839
source,Ozarka,22592446530,3,Ozarkax3,1.0,True,True,True,196,0.0025550451670552756,False,confirmed_by_co_listings,source,568032409
target,Strike Force,100140709075,1,Strike Forcex1,1.0,False,True,False,49,9.773396813872638e-05,False,derived_only_not_independently_checkable,target,568032409
source,Mix,,0,,0.0,True,True,True,64,0.03437443279393491,True,generic_category_word,source,552423542
target,VUE,850027473291,1,VUEx1,1.0,False,True,False,9,0.00012565795903550535,False,derived_only_not_independently_checkable,target,552423542
source,Mug,,0,,0.0,True,True,True,57,0.001326389567597001,False,confirmed_by_title_only,source,959981856
target,SoBe,739510900400,2,SoBex2,1.0,False,True,False,67,0.0002792399089677897,False,derived_only_not_independently_checkable,target,959981856
source,Gonrgy,4260456730586,2,Gonrgyx2,1.0,True,True,True,29,0.00037697387710651606,False,confirmed_by_co_listings,source,1040564365
target,Gonrgy,4260456730586,2,Gonrgyx2,1.0,False,True,False,29,0.00037697387710651606,False,derived_only_not_independently_checkable,target,1040564365
source,Thick- It,,0,,0.0,True,True,True,99,0.0021222233081552013,False,confirmed_by_title_only,source,956091711
target,Thick & Easy,695145142519,1,Thick & Easyx1,1.0,False,True,False,159,0.003685966798374824,False,derived_only_not_independently_checkable,target,956091711
source,Big 8,,0,,0.0,True,True,True,104,0.004928584393281488,False,confirmed_by_title_only,source,993458367
target,Peapod,688267001222,2,Peapodx2,1.0,False,True,False,180,0.002359577230777823,False,derived_only_not_independently_checkable,target,993458367
source,Ahoj Brause,,0,,0.0,True,False,True,12,0.0,False,unverified_no_independent_evidence,source,80191474
target,Afri-Cola,4021375101761,1,Afri-Colax1,1.0,False,True,False,33,0.0004188598634516845,False,derived_only_not_independently_checkable,target,80191474
source,Skinny Mixes,,0,,0.0,True,False,True,25,0.0003211258953129581,False,unverified_no_independent_evidence,source,199496622
target,Ralph's,759740727196,1,Ralph'sx1,1.0,False,True,False,24,0.00030716389986456866,False,derived_only_not_independently_checkable,target,199496622
source,Sourcy,,0,,0.0,True,False,True,224,9.773396813872638e-05,False,unverified_no_independent_evidence,source,55762341
target,Sourcy,8715600239348,1,Sourcyx1,1.0,False,True,False,224,9.773396813872638e-05,False,derived_only_not_independently_checkable,target,55762341
source,Quézac,3664320911537,3,Quézacx3,1.0,True,True,True,44,0.00047470784524524244,False,confirmed_by_co_listings,source,421217577
target,Olvi,6419800052982,4,Olvix4,1.0,False,True,False,137,0.0017033634447035171,False,derived_only_not_independently_checkable,target,421217577
source,Ekobryggeriet,,0,,0.0,True,False,True,68,9.773396813872638e-05,False,unverified_no_independent_evidence,source,981843714
target,Premier,7611612515269,3,Premierx3,1.0,False,True,False,343,0.0005165938315904109,False,derived_only_not_independently_checkable,target,981843714
source,Römerquelle,,0,,0.0,True,False,True,74,0.0,False,unverified_no_independent_evidence,source,430300205
target,Frusano,4260137742556,1,Frusanox1,1.0,False,True,False,17,0.00023735392262262122,False,derived_only_not_independently_checkable,target,430300205
source,Nesfruta,,0,,0.0,True,True,True,33,0.0004188598634516845,False,confirmed_by_title_only,source,777301725
target,Sanavi,850888005310,1,Sanavix1,1.0,False,True,False,37,0.00044678385434846347,False,derived_only_not_independently_checkable,target,777301725
source,Nature Blessed,18184790273,1,Nature Blessedx1,1.0,True,True,True,15,0.00019546793627745276,False,confirmed_by_co_listings,source,584758317
target,Zing Zang,616003265713,2,Zing Zangx2,1.0,False,True,False,56,0.0007260237633162532,False,derived_only_not_independently_checkable,target,584758317
source,Tang,,0,,0.0,True,True,True,191,0.002736551107884339,False,confirmed_by_title_only,source,1014479190
target,Tang,702367905096,1,Tangx1,1.0,False,True,False,191,0.002736551107884339,False,derived_only_not_independently_checkable,target,1014479190
source,Erikli,,0,,0.0,True,False,True,169,2.7923990896778967e-05,False,unverified_no_independent_evidence,source,387721911
target,Danival,3431590000557,1,Danivalx1,1.0,False,True,False,6,6.980997724194742e-05,False,derived_only_not_independently_checkable,target,387721911
source,Amita,,0,,0.0,True,False,True,146,0.001731287435600296,False,unverified_no_independent_evidence,source,359892445
target,Amita,5201005081673,2,Amitax2,1.0,False,True,False,146,0.001731287435600296,False,derived_only_not_independently_checkable,target,359892445
source,Migros,,0,,0.0,True,True,True,74,0.0005724418133839688,False,confirmed_by_title_only,source,908244119
target,Reflet de France,3245390022691,2,Reflet de Francex2,1.0,False,True,False,17,0.0,False,derived_only_not_independently_checkable,target,908244119
source,Clever,,0,,0.0,True,True,True,44,0.0005584798179355794,False,confirmed_by_title_only,source,885971944
target,Alnavit,42305187,2,Alnavitx2,1.0,False,True,False,86,0.0006422517906259162,False,derived_only_not_independently_checkable,target,885971944
source,Fior di Loto,,0,,0.0,True,False,True,23,0.0,False,unverified_no_independent_evidence,source,58047099
target,Pingo Doce,5607047012024,1,Pingo Docex1,1.0,False,True,False,11,0.0,False,derived_only_not_independently_checkable,target,58047099
source,Mockingbird,5060406461718,4,Mockingbirdx4,1.0,True,False,True,57,0.0006980997724194742,False,confirmed_by_co_listings,source,517639675
target,Proviva,7350000550498,5,Provivax5,1.0,False,True,False,222,0.0007679097496614216,False,derived_only_not_independently_checkable,target,517639675
source,Active O2,,0,,0.0,True,True,True,77,0.0014380855311841168,False,confirmed_by_title_only,source,152568512
target,Garant,7340083456664,3,Garantx3,1.0,False,True,False,191,0.0,False,derived_only_not_independently_checkable,target,152568512
source,Loop,,0,,0.0,True,True,True,100,0.0009354536950420954,False,confirmed_by_title_only,source,841450045
target,True North,815154024112,3,True Northx3,1.0,False,True,False,50,0.0018010974128422434,False,derived_only_not_independently_checkable,target,841450045
source,Sambazon,,0,,0.0,True,False,True,46,0.000432821858900074,False,unverified_no_independent_evidence,source,72233549
target,Frannie's,745559826205,1,Frannie'sx1,1.0,False,True,False,50,0.00047470784524524244,False,derived_only_not_independently_checkable,target,72233549
source,Aksu Vital,,0,,0.0,True,False,True,171,0.00022339192717423174,False,unverified_no_independent_evidence,source,375195660
target,Aksu Vital,8690088018893,7,Aksu Vitalx7,1.0,False,True,False,171,0.00022339192717423174,False,derived_only_not_independently_checkable,target,375195660
source,Sourcy,,0,,0.0,True,False,True,224,9.773396813872638e-05,False,unverified_no_independent_evidence,source,54293000
target,Healsi,5600377971696,2,Healsix2,1.0,False,True,False,24,0.00030716389986456866,False,derived_only_not_independently_checkable,target,54293000
source,Vida,,0,,0.0,True,True,True,9,0.00012565795903550535,False,confirmed_by_title_only,source,1044614004
target,Ramlösa,7310070004765,3,Ramlösax3,1.0,False,False,False,338,0.0,False,derived_only_not_independently_checkable,target,1044614004
source,May Tea,,0,,0.0,True,True,True,258,0.00297390503050696,False,confirmed_by_title_only,source,78837304
target,May Tea,3124480185167,5,May Teax5,1.0,False,True,False,258,0.00297390503050696,False,derived_only_not_independently_checkable,target,78837304
source,Meneau,,0,,0.0,True,False,True,181,0.00015358194993228433,False,unverified_no_independent_evidence,source,123637764
target,Morga,7610491085405,1,Morgax1,1.0,False,True,False,57,0.0006143277997291373,False,derived_only_not_independently_checkable,target,123637764
source,Jardin Bio,,0,,0.0,True,False,True,179,2.7923990896778967e-05,False,unverified_no_independent_evidence,source,81223081
target,Caresse Antillaise,3291330001356,1,Caresse Antillaisex1,1.0,False,True,False,62,0.0,False,derived_only_not_independently_checkable,target,81223081
source,Big 8,,0,,0.0,True,True,True,104,0.004928584393281488,False,confirmed_by_title_only,source,899475718
target,Peapod,688267001222,2,Peapodx2,1.0,False,True,False,180,0.002359577230777823,False,derived_only_not_independently_checkable,target,899475718
source,Angel Specialty Products,702334644621,1,Angel Specialty Productsx1,1.0,True,True,True,9,0.00015358194993228433,False,confirmed_by_co_listings,source,76600491
target,Angel Specialty Products,702334644621,1,Angel Specialty Productsx1,1.0,False,True,False,9,0.00015358194993228433,False,derived_only_not_independently_checkable,target,76600491
source,Cool Best,,0,,0.0,True,True,True,234,0.004062940675481339,False,confirmed_by_title_only,source,1041827803
target,Frulite,5201005079403,3,Frulitex3,1.0,False,True,False,46,0.0005445178224871899,False,derived_only_not_independently_checkable,target,1041827803
source,Aqua Esse,,0,,0.0,True,True,True,48,0.0006701757815226953,False,confirmed_by_title_only,source,251592610
target,Fusion Select,810081770835,1,Fusion Selectx1,1.0,False,True,False,43,0.0013124275721486114,False,derived_only_not_independently_checkable,target,251592610
source,Monchique,,0,,0.0,True,True,True,24,0.00033508789076134763,False,confirmed_by_title_only,source,836427278
target,Mondariz,8412042502305,2,Mondarizx2,1.0,False,True,False,40,0.0005584798179355794,False,derived_only_not_independently_checkable,target,836427278
source,Spezi,,0,,0.0,True,False,True,17,2.7923990896778967e-05,False,unverified_no_independent_evidence,source,52258539
target,Paulaner,4066600103448,4,Paulanerx4,1.0,False,True,False,20,0.0002513159180710107,False,derived_only_not_independently_checkable,target,52258539
source,Slimpie,,0,,0.0,True,False,True,106,0.00022339192717423174,False,unverified_no_independent_evidence,source,54294950
target,Slimpie,8719214811037,2,Slimpiex2,1.0,False,True,False,106,0.00022339192717423174,False,derived_only_not_independently_checkable,target,54294950
source,Javy,785571473452,1,Javyx1,1.0,True,False,True,201,0.0015777054856680117,False,confirmed_by_co_listings,source,597396465
target,Javy,785571473452,1,Javyx1,1.0,False,True,False,201,0.0015777054856680117,False,derived_only_not_independently_checkable,target,597396465
source,William Fox,,0,,0.0,True,True,True,69,0.0009633776859388743,False,confirmed_by_title_only,source,59068988
target,Frucci,3564700871508,2,Fruccix2,1.0,False,True,False,86,0.0007958337405582006,False,derived_only_not_independently_checkable,target,59068988
source,Lowicz,5900397737594,3,Lowiczx3,1.0,True,False,True,10,0.00011169596358711587,False,confirmed_by_co_listings,source,12609331
target,Lowicz,5900397737594,3,Lowiczx3,1.0,False,True,False,10,0.00011169596358711587,False,derived_only_not_independently_checkable,target,12609331
source,Tea Zone,,0,,0.0,True,True,True,30,0.0004188598634516845,False,confirmed_by_title_only,source,613937907
target,Buddha Bubbles Boba,784672206433,1,Buddha Bubbles Bobax1,1.0,False,True,False,30,0.0010890356449743798,False,derived_only_not_independently_checkable,target,613937907
source,D'Arbo,,0,,0.0,True,False,True,77,0.00022339192717423174,False,unverified_no_independent_evidence,source,47988008
target,Meneau,3274490970182,1,Meneaux1,1.0,False,True,False,181,0.00015358194993228433,False,derived_only_not_independently_checkable,target,47988008
source,Les Fees Bio,,0,,0.0,True,False,True,39,1.3961995448389483e-05,False,unverified_no_independent_evidence,source,133162458
target,Les Fees Bio,3760224570457,2,Les Fees Biox2,1.0,False,True,False,39,1.3961995448389483e-05,False,derived_only_not_independently_checkable,target,133162458
source,Mr. Fitzpatrick's,,0,,0.0,True,True,True,34,0.00037697387710651606,False,confirmed_by_title_only,source,122962103
target,Chaudfontaine,5449000273031,1,Chaudfontainex1,1.0,False,True,False,83,0.0007120617678678636,False,derived_only_not_independently_checkable,target,122962103
source,Pureness,7350116311426,2,Purenessx2,1.0,True,True,True,39,0.0005305558270388003,False,confirmed_by_co_listings,source,969956216
target,Pureness,7350116311426,2,Purenessx2,1.0,False,True,False,39,0.0005305558270388003,False,derived_only_not_independently_checkable,target,969956216
source,Slimpie,,0,,0.0,True,False,True,106,0.00022339192717423174,False,unverified_no_independent_evidence,source,553514421
target,Slimpie,8719214811167,3,Slimpiex3,1.0,False,True,False,106,0.00022339192717423174,False,derived_only_not_independently_checkable,target,553514421
source,Stift,,0,,0.0,True,False,True,26,0.0,False,unverified_no_independent_evidence,source,81709213
target,Fun,7310090395164,2,Funx2,1.0,False,True,False,170,0.0023735392262262123,False,derived_only_not_independently_checkable,target,81709213
source,Bio Food,,0,,0.0,True,True,True,23,0.0018988313809809698,False,confirmed_by_title_only,source,249643217
target,QNT,5425002401382,2,QNTx2,1.0,False,True,False,62,0.0007120617678678636,False,derived_only_not_independently_checkable,target,249643217
source,Erbology,,0,,0.0,True,True,True,40,0.00047470784524524244,False,confirmed_by_title_only,source,149880103
target,Premier,7611612516587,2,Premierx2,1.0,False,True,False,343,0.0005165938315904109,False,derived_only_not_independently_checkable,target,149880103
source,Stift,,0,,0.0,True,False,True,26,0.0,False,unverified_no_independent_evidence,source,80679178
target,Jeden Tag,4306188267867,1,Jeden Tagx1,1.0,False,True,False,26,0.0,False,derived_only_not_independently_checkable,target,80679178
source,Erikli,,0,,0.0,True,False,True,169,2.7923990896778967e-05,False,unverified_no_independent_evidence,source,908401849
target,Erikli,8690793010502,3,Eriklix3,1.0,False,True,False,169,2.7923990896778967e-05,False,derived_only_not_independently_checkable,target,908401849
source,Albi,,0,,0.0,True,False,True,115,0.0006143277997291373,False,unverified_no_independent_evidence,source,445414439
target,PureThé,3551720039391,3,PureThéx3,1.0,False,False,False,23,0.0001815059408290633,False,derived_only_not_independently_checkable,target,445414439
source,Nesfruta,,0,,0.0,True,True,True,33,0.0004188598634516845,False,confirmed_by_title_only,source,1006827951
target,ebe,5201156633035,1,ebex1,1.0,False,True,False,52,0.0,False,derived_only_not_independently_checkable,target,1006827951
source,S Pellegrino,41508302111,2,S Pellegrinox2,1.0,True,True,True,78,0.000865643717800148,False,confirmed_by_co_listings,source,811355449
target,Hartridges,5060102622215,5,Hartridgesx5,1.0,False,True,False,25,0.00026527791351940017,False,derived_only_not_independently_checkable,target,811355449
source,Full Circle Market,36800211254,2,Full Circle Marketx2,1.0,True,False,True,8,0.0002792399089677897,False,confirmed_by_co_listings,source,198319640
