gtin,canonical,mode_brand,mode_flavor,mode_type,salient_ngrams,dropped_redundant_ngrams,volume_set,pack_set,package_type_set,package_material_set,flavor_set,carbonation_set,sweetener_set,pulp_set,volume_confidence,pack_confidence,volume_consistency,pack_consistency,n_titles,description_evidence,breadcrumb_evidence
815154025911,nos energy carbonated still no_sugar zero,NOS,,energy,['zero'],"['nos_zero_sugar_energy', 'nos_energy_drink_zero', 'nos_zero_sugar', 'nos_zero', 'energy_drink_zero_sugar', 'carbonated', 'no_sugar', 'still']",[473.0],[],['can'],[],[],"['carbonated', 'still']",['no_sugar'],[],0.9,0.0,1.0,1.0,4,"['* * *\n## Important information \nLegal Disclaimer \nStatements regarding dietary supplements have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or h', 'Energy Drink, Zero Sugar + High Performance \n200 mg caffeine. Zero sugar + high performance + mental focus. Vitamins B3, B6 & B12. Taurine. Inositol. Nos zero sugar is low in calories. Caffeine from A', 'NOS Zero Sugar: Great tasting fuel to # Get After It now in a Zero Sugar Package. Fuel Up. Fire Up. 100 mile an hour power. Welcome to the World of NOS The Original NOS Flavor Profile NOW Formulated w', 'Product Details \nUPC: \n0815154025910 \nManufacturers may alter their products and / or packaging and the packaging and products may be different from what is shown on www.hy-vee.com. \nShow More']","['["""" Any Department"""","""" Grocery & Gourmet Food"""","""" Beverages"""","""" Bottled Beverages, Water & Drink Mixes"""","""" Energy Drinks""""]', '["""" Beverages"""","""" Energy Drinks & Shots"""","""" Energy Drinks & Shots""""]', '["""" Beverages"""","""" Energy Drinks & Shots"""","""" Energy Drinks""""]', '["""" Grocery"""","""" Beverages"""","""" Energy Drinks"""","""" Zero Sugar & Sugar Free Caffeinated Energy Dr""""]']"
815298020001,live orange soda carbonated dreamy sugar,Live,orange,soda,"['dreamy', 'sugar']","['dreamy_orange', 'live_soda_kombucha_raw', 'soda_kombucha_raw_organic', 'kombucha_raw_organic_dreamy', 'carbonated']",[355.0],[],[],[],['orange'],['carbonated'],[],[],0.9,0.0,1.0,1.0,2,"['Live Soda Kombucha Raw & Organic Dreamy Orange', 'UPC: 0815298020000']","['["""" Pantry"""","""" Beverages"""","""" Teas & Lemonade"""","""" Kombucha""""]', '["""" Shop"""","""" Beverages"""","""" Tea""""]']"
815298020018,live ginger soda carbonated kombucha_type_health_claims sugar,Live,ginger,soda,"['kombucha_type_health_claims', 'sugar']","['ginger', 'live_soda_ginger_kombucha', 'soda_ginger_kombucha_type', 'ginger_kombucha_type_health', 'carbonated', 'sparkling']",[355.0],[],[],[],['ginger'],['carbonated'],[],[],0.9,0.0,1.0,1.0,2,"['Kick back, relax and enjoy the crisp, spicy ginger tastes and refreshing bubbles. Our soda walks the line between ginger ale and ginger beer (a straight line, mind you), and goes great with everything', 'UPC: 0815298020010']","['["""" Pantry"""","""" Beverages"""","""" Teas & Lemonade"""","""" Kombucha""""]', '["""" Shop"""","""" Beverages"""","""" Tea""""]']"
815298020025,live cola soda carbonated raw_organic_sustainable_sourcing sugar_probiotic_type_volume,Live,cola,soda,"['raw_organic_sustainable_sourcing', 'sugar_probiotic_type_volume']","['kombucha_culture_cola_raw', 'culture_cola_raw_organic', 'cola_raw_organic_sustainable', 'carbonated', 'sparkling', 'sugar']",[355.0],[],[],[],['cola'],['carbonated'],[],[],0.9,0.0,1.0,1.0,3,"[""Description\nProbiotics. Organic. Gluten free. USDA organic. Non GMO Project verified. After my sister passed away, I wanted to change my family's beverage choice - particularly my father's, who was a"", 'Product description Our Cola brings you a new take on the classic, with that crisp + refreshing cola taste and a whole lotta feel-good to go with it. Our version is more than just another soft drink:', 'Raw, organic, non-GMO, billions of probiotics, low sugar, gluten free and vegan 5 grams of sugar and 30 calories per serving No juice Sophisticated take on soda']","['["""" Beverages"""","""" Tea""""]', '["""" Eggs & Dairy"""","""" Refrigerated Juices, Teas & Coffees""""]', '["""" Pantry"""","""" Beverages"""","""" Teas & Lemonade"""","""" Kombucha""""]']"
815298020032,live berry soda carbonated cherry fruit kombucha_pure_doctor sugar,Live,berry,soda,"['kombucha_pure_doctor', 'sugar']","['kombucha_pure', 'pure_doctor', 'doctor', 'kombucha_pure_doctor_raw', 'carbonated', 'sparkling']",[355.0],[],[],[],"['berry', 'cherry', 'fruit']",['carbonated'],[],[],0.9,0.0,1.0,1.0,4,"['Live Soda Kombucha Pure Doctor, 12 oz.\nBest quality product', ""Product description Sweet with a touch of spice, our Doctor packs a peppery punch. The goodness doesn't stop there - with billions of probiotics, it's just what the doctor ordered. Preparation instruc"", 'Raw, Organic, Non-GMO, Billions of Probiotics, Low Sugar, Gluten Free, Vegan 5 grams of sugar and 30 calories per serving No juice Twist off cap and drink cold after']","['["""" Beverages"""","""" Tea & Kombucha""""]', '["""" Beverages"""","""" Tea""""]', '["""" Grocery & Gourmet Food"""","""" Beverages"""","""" Bottled Beverages, Water & Drink Mixes"""","""" Juices""""]', '["""" Snacks"""","""" Healthy Snacks & Beverages""""]']"
815298020049,live soda carbonated still kombucha_raw_organic_revive rootbeer_caffeine_15_volume,Live,,soda,"['kombucha_raw_organic_revive', 'rootbeer_caffeine_15_volume']","['raw_organic_revive_rootbeer', 'organic_revive_rootbeer_caffeine', 'revive_rootbeer_caffeine_15', 'carbonated', 'sparkling', 'still']",[355.0],[],[],[],[],"['carbonated', 'still']",[],[],0.9,0.0,1.0,1.0,2,"[""Product description It's our most popular flavor for a good reason; our Root Beer is rich and creamy, bold and refreshingly smooth. Grab a mug, a can, or a float and toast to your health! Preparation"", 'Raw, Organic, Non-GMO, Billions of Probiotics, Low Sugar, Gluten Free, Vegan 5 grams of sugar and 30 calories per serving No juice Twist off cap and drink cold after']","['["""" Beverages"""","""" Tea""""]']"
815298020063,live soda carbonated pomtastic_blueberry stevia_sugar_juice_content,Live,,soda,"['pomtastic_blueberry', 'stevia_sugar_juice_content']","['sweetener_stevia_sugar_juice', 'flavour_blueberry_volume', 'stevia_sugar_juice', 'carbonated', 'sugar']",[355.0],[],[],[],[],['carbonated'],[],[],0.9,0.0,1.0,1.0,2,"[""Pomegranate and blueberry - what's not to love? We've combined these two superfruits to create a fantastic flavor mashup that's sure to dazzle your tastebuds. Go on, try it - we think you'll agree tha"", 'UPC: 0815298020060']","['["""" Pantry"""","""" Beverages"""","""" Teas & Lemonade"""","""" Kombucha""""]', '["""" Shop"""","""" Beverages"""","""" Tea""""]']"
815298020193,live grape carbonated drinking_vinegars,Live,grape,,['drinking_vinegars'],"['live_sparkling_drinking_vinegars', 'sparkling_drinking_vinegars_concord', 'drinking_vinegars_concord_grape', 'vinegars_concord_grape_water', 'grape_water_type_purified', 'carbonated', 'sparkling']",[355.0],[],[],[],['grape'],['carbonated'],[],[],0.9,0.0,1.0,1.0,1,[],"['["""" Beverages"""","""" Water""""]']"
815298020377,live fruit soda carbonated no_sugar ginger probiotics,Live,fruit,soda,['probiotics'],"['live_soda_ginger_probiotics', 'soda_ginger_probiotics', 'ginger_probiotics', 'live_soda_ginger', 'flavour_ginger_naturally_derived', 'carbonated', 'no_sugar', 'sugar']",[355.0],[6],['can'],[],"['fruit', 'ginger']",['carbonated'],['no_sugar'],[],0.9,0.85,1.0,1.0,2,"['Description\nNaturally flavored. Sweetened with monk fruit extract. Zero sugar. Zero sugar with billions of probiotics. Non GMO. At time of birth. Live Soda was created as the answer to our soft drink', ""Our soda walk the line between a ginger ale and a ginger beer (a straight line, mind you), and goes great with everything. Now that's refreshing! Our soda walk the line between a ginger ale and a ging""]","['["""" Pantry"""","""" Beverages"""","""" Soft Drinks"""","""" Carbonated Soft Drinks""""]', '["""" Shop"""","""" Beverages"""","""" Soda""""]']"
815298020384,live lemon soda carbonated fruit lime probiotics,Live,lemon,soda,['probiotics'],"['live_soda_lemon_lime', 'soda_lemon_lime_probiotics', 'live_soda_lemon', 'lemon_lime_probiotics', 'flavour_lime_lemon_material', 'carbonated']",[355.0],[6],['can'],[],"['fruit', 'lemon', 'lime']",['carbonated'],[],[],0.9,0.85,1.0,1.0,2,"['Crisp, clean, refreshing lemon lime; this time with none of the bad stuff and lots of the good probiotic stuff. Crisp, clean, refreshing lemon lime; this time with none of the bad stuff and lots of th']","['["""" Natural & Organic"""","""" Beverages"""","""" Soda & Pop""""]', '["""" Shop"""","""" Beverages"""","""" Soda""""]']"
815298020391,live fruit soda no_sugar doctor_probiotics_material_type,Live,fruit,soda,['doctor_probiotics_material_type'],"['soda_doctor_probiotics_material', 'doctor_probiotics_material', 'live_soda_doctor_probiotics', 'probiotics_material_type_metal', 'no_sugar', 'sugar']",[355.0],[12],['can'],[],['fruit'],[],['no_sugar'],[],0.9,0.9,1.0,1.0,2,"['Non-GMO\nPacked with Probiotics\nZero Sugar', 'Non-GMO\nZero Sugar - Sweetened with Monk Fruit Extract\nSweet with a touch of spice, our Doctor packs a peppery punch.']","['["""" Grocery & Gourmet Food"""","""" Beverages"""","""" Bottled Beverages, Water & Drink Mixes"""","""" Soda Soft Drinks""""]', '["""" Grocery & Gourmet Food"""","""" Beverages"""","""" Bottled Beverages, Water & Drink Mixes"""","""" Soft Drinks""""]']"
815298020407,live fruit soda carbonated no_sugar root_beer_probiotics,Live,fruit,soda,['root_beer_probiotics'],"['soda_root_beer_probiotics', 'beer_probiotics', 'live_soda_root_beer', 'root_beer', 'carbonated', 'no_sugar', 'sugar']",[355.0],[6],['can'],[],['fruit'],['carbonated'],['no_sugar'],[],0.9,0.85,1.0,1.0,5,"[', \n## Product description \nBeverage \n, \nBeverage', ""It's our most popular flavor for good reason; our Root Beer is rich and creamy, bold and refreshingly smooth. Grab a mug, a bottle or a float and toast to your health!"", 'UPC: 0815298020400']","['["""" Beverages"""","""" Soft Drinks"""","""" Root Beer & Cream Soda""""]', '["""" Grocery & Gourmet Food"""","""" Beverages"""","""" Bottled Beverages, Water & Drink Mixes"""","""" Soda Soft Drinks""""]', '["""" Natural & Organic"""","""" Beverages"""","""" Soda & Pop""""]', '["""" Pantry"""","""" Beverages"""","""" Soft Drinks"""","""" Carbonated Soft Drinks""""]', '["""" Shop"""","""" Beverages"""","""" Soda""""]']"
815298020414,live cola soda carbonated no_sugar fruit probiotics,Live,cola,soda,['probiotics'],"['live_soda_cola_probiotics', 'soda_cola_probiotics', 'cola_probiotics', 'live_soda_cola', 'soda_cola', 'carbonated', 'no_sugar', 'sugar']",[355.0],"[6, 12]",['can'],[],"['cola', 'fruit']",['carbonated'],['no_sugar'],[],0.9,0.867,1.0,0.667,4,"['Non-GMO\nZero Sugar - Sweetened with Monk Fruit Extract', ""Our Cola brings you a new take on the classic, with that crisp + refreshing cola taste and a whole lotta feel-good to go with it. Our version is more than just another soft drink: it's probiotic power"", 'UPC: 0815298020410']","['["""" Grocery & Gourmet Food"""","""" Beverages"""","""" Bottled Beverages, Water & Drink Mixes"""","""" Soft Drinks""""]', '["""" Natural & Organic"""","""" Beverages"""","""" Soda & Pop""""]', '["""" Pantry"""","""" Beverages"""","""" Soft Drinks"""","""" Carbonated Soft Drinks""""]', '["""" Shop"""","""" Beverages"""","""" Soda""""]']"
815298020605,live cherry soda carbonated cola kombucha,Live,cherry,soda,['kombucha'],"['live_soda_cherry_cola', 'soda_cherry_cola_kombucha', 'cherry_cola_kombucha_flavour', 'cola_kombucha_flavour_cherry', 'kombucha_flavour_cherry_volume', 'carbonated']",[355.0],[],[],[],"['cherry', 'cola']",['carbonated'],[],[],0.9,0.0,1.0,1.0,1,"[""Our version is more than just another soft drink: it's a probiotic powerhouse. Our version is more than just another soft drink: it's a probiotic powerhouse.""]","['["""" Shop"""","""" Beverages"""","""" Soda""""]']"
815784023851,trace mineral watermelon juice no_sugar mini_dew_electrolyte_powder,Trace Minerals,watermelon,juice,['mini_dew_electrolyte_powder'],"['moon_juice_mini_dew', 'juice_mini_dew_electrolyte', 'dew_electrolyte_powder_sticks', 'electrolyte_powder_sticks_electrolyte', 'no_sugar', 'sugar']",[1000.0],[],[],[],['watermelon'],[],['no_sugar'],[],0.9,0.0,1.0,1.0,1,['Brand Moon Juice \nFlavor Watermelon \nUnit Count 1.82 Ounce \nItem Form Powder \nItem Weight 3.7 Grams \nProduct Benefits Hydration \nNumber of Items 1 \nUPC 815784023851 \nManufacturer Moon Juice \nSee more'],"['["""" Health & Household"""","""" Diet & Sports Nutrition"""","""" Sports Nutrition Products"""","""" Sports Nutrition Electrolyte Replacement Drinks""""]']"
815812012789,tea zone milk_pudding_mix_2.2,Tea Zone,,tea,['milk_pudding_mix_2.2'],"['tea_zone_milk_pudding', 'zone_milk_pudding_mix', 'pudding_mix_2.2_lbs', 'mix_2.2_lbs_p3010']",[],[],[],[],[],[],[],[],0.0,0.0,1.0,1.0,1,"['Tea Zone\nP3010\nTea Zone Milk Pudding Mix (2.2 lbs), P3010\n815812012789']","['["""" Grocery & Gourmet Food"""","""" Beverages"""","""" Bottled Beverages, Water & Drink Mixes"""","""" Powdered Drink Mixes & Flavorings""""]']"
816262010059,basic ayurveda aloe juice still mint holy_basil,Basic Ayurveda,aloe,juice,['holy_basil'],"['basil_mint', 'basil', 'basic_ayurveda_gourd_lauki', 'ayurveda_gourd_lauki_juice', 'still']",[480.0],[],['bottle'],[],"['aloe', 'mint']",['still'],[],[],0.9,0.0,1.0,1.0,1,['* * *\n## Important information \nSafety Information \nShake well before every use / Store in a cool dark place. Sedimentation may occur due to natural fibers. Consult with your physician before using an'],"['["""" Grocery & Gourmet Food"""","""" Beverages"""","""" Beverage Syrups & Concentrates""""]']"
816673006009,fruit fast cherry sugar liquid,Fruit Fast,cherry,,['liquid'],"['liquid_fruit', 'cherry_flex_liquid_fruit', 'flex_liquid_fruit_30', 'liquid_fruit_30_day', 'fruit_30_day_supply', 'sugar']",[],[],[],[],"['cherry', 'fruit']",[],['sugar'],[],0.0,0.0,1.0,1.0,2,"['100% Montmorency Tart Cherries\nSupports Healthy Joint Function*\nSpeeds Relief From Muscle Fatigue Post- Exercise*\n60 Servings Per Bottle - 3 Grams of Sugar Per Serving\nKosher Certified - Non-GMO - Glu', 'Cherry Flex brings all the great health benefits of cherries to you in an easy to consume, low sugar form.\nHow do our supplements get more nutritional value out of every cherry? We start by using the']","['["""" Beverages"""","""" Juice"""","""" Cherry Juice""""]', '["""" Grocery & Gourmet Food"""","""" Food & Beverage Gifts""""]']"
816751020880,cutwater ginger beer_cocktail_mixer_4pk,Cutwater,ginger,,['beer_cocktail_mixer_4pk'],"['cutwater_spirits_ginger_beer', 'spirits_ginger_beer_cocktail', 'ginger_beer_cocktail_mixer', 'cocktail_mixer_4pk_material']",[355.0],[4],['can'],[],['ginger'],[],[],[],0.9,0.85,1.0,1.0,1,"['undefined \n[ingredients_start]\n Does not contain any of the 8 major allergens, Form: Liquid, \n[ingredients_end]\nState of Readiness: Ready to drink, Store: Room temperature, Package Quantity: 4, Packag']","['["""" Target /"""","""" Grocery /"""","""" Beverages /"""","""" Cocktail Mixes (109)\u200e""""]']"
816751021924,cutwater mix_type_volume_material 15_free_alcohol_water,Cutwater,,,"['mix_type_volume_material', '15_free_alcohol_water']","['alcohol_water_type_distilled', 'mary_mix_type_volume', 'bloody_mary_mix_type']",[1000.0],[],['bottle'],[],[],[],[],[],0.9,0.0,1.0,1.0,1,"['undefined \n[ingredients_start]\n Does Not Contain Any of the 8 Major Allergens, Size: 1 L, Form: Liquid, \n[ingredients_end]\nState of Readiness: Ingredient, Store: Room Temperature, Package Quantity: 1,']","['["""" Target"""","""" Grocery"""","""" Beverages"""","""" Cocktail Mixers""""]']"
816897023349,four sigmatic coffee still cold_brew lion_mane,Four Sigmatic,coffee,,"['cold_brew', 'lion_mane']","['coffee', 'organic_cold_brew_coffee', 'brew', 'still']",[355.0],[],['bag'],[],['coffee'],['still'],[],[],0.9,0.0,1.0,1.0,2,"[""Brand Four Sigmatic \nDiet Type Vegan, Plant Based \nItem Form Ground \nFlavor Unflavored \nCaffeine Content Caffeinated \n* * *\n# About this item \n* Your brain's best friend. Add a productive oomph to you""]","['["""" Any Department"""","""" Grocery & Gourmet Food"""","""" Beverages"""","""" Coffee"""","""" Iced Coffee & Cold- Brew""""]', '["""" Grocery"""","""" Beverages"""","""" Coffee"""","""" Ground Coffee""""]']"
816960021999,tiesta tea mango still fruit type_glass_free_allergens sugar,Tiesta Tea,mango,tea,"['type_glass_free_allergens', 'sugar']","['tiesta_tea_maui_mango', 'tea_maui_mango_tea', 'maui_mango_tea_water', 'mango_tea_water_type', 'still']",[473.0],[],[],[],"['fruit', 'mango']",['still'],[],[],0.9,0.0,1.0,1.0,2,"['Description\nSplash of passion fruit. Brewed with real loose leaf tea. 50 calories per bottle. 0 mg caffeine per bottle. Immunity for a nutrient boost. From childhood friends to a wild weekend in Pragu', 'undefined \n[ingredients_start]\n Does Not Contain Any of the 8 Major Allergens, Tea Type: Non- Caffeinated, Features: Non-GMO, Dietary Needs: Low Calorie, Non-GMO Project Verified, Form: Liquid, \n[ingr']","['["""" Pantry"""","""" Beverages"""","""" Teas & Lemonade"""","""" Bottled Tea""""]', '["""" Target"""","""" Grocery"""","""" Produce"""","""" Fresh Juices""""]']"
816960022002,tiesta tea citrus still tropical papaya,Tiesta Tea,citrus,tea,['papaya'],"['papaya_citrus', 'tea_papaya_citrus', 'tea_papaya', 'flavour_tea_papaya_citrus', 'black_thai_tropical', 'still']",[473.0],[],[],[],"['citrus', 'tropical']",['still'],[],[],0.9,0.0,1.0,1.0,2,"['Splash of guava\nBrewed with real loose leaf tea', 'undefined \n[ingredients_start]\n Does Not Contain Any of the 8 Major Allergens, Tea Type: Caffeinated, Form: Liquid, \n[ingredients_end]\nState of Readiness: Ready to Drink, Store: Refrigerated, Package']","['["""" Grocery & Gourmet Food""""]', '["""" Target"""","""" Grocery"""","""" Produce"""","""" Fresh Juices""""]']"
816960022019,tiesta tea still lean_green,Tiesta Tea,,tea,['lean_green'],"['tiesta_tea_lean_green', 'tea_lean_green_machine', 'carbonization_still_tiesta_tea', 'tiesta_tea_lean', 'tea_lean_green', 'still']",[473.0],[],[],[],[],['still'],[],[],0.9,0.0,1.0,1.0,3,"['Description\nSplash of agave. Lean green machine. Brewed with real loose leaf tea. 35 calories per bottle. Slenderizer for a metabolism boost. From childhood friends to a wild weekend in Prague, we nev', 'Light Citrus Green Tea \nLight Citrus Green Tea', 'undefined \n[ingredients_start]\n Does Not Contain Any of the 8 Major Allergens, Tea Type: Caffeinated, Features: All Natural, Dietary Needs: Low Calorie, Non-GMO Project Verified, Form: Liquid, \n[ingre']","['["""" Beverages"""","""" Tea""""]', '["""" Pantry"""","""" Beverages"""","""" Teas & Lemonade"""","""" Bottled Tea""""]', '["""" Target"""","""" Grocery"""","""" Produce"""","""" Fresh Juices""""]']"
816960022026,tiesta tea still lavender_camomile_juice_content,Tiesta Tea,,tea,['lavender_camomile_juice_content'],"['tea_lavender', 'flavour_tea_lavender_camomile', 'tea_lavender_camomile_juice', 'lavender', 'still']",[473.0],[],[],[],[],['still'],[],[],0.9,0.0,1.0,1.0,2,"['Splash of vanilla\nBrewed with real loose leaf tea', 'undefined \n[ingredients_start]\n Does Not Contain Any of the 8 Major Allergens, Tea Type: Non- Caffeinated, Features: Caffeine Free, Dietary Needs: Low Calorie, Non-GMO Project Verified, Form: Liquid,']","['["""" Grocery & Gourmet Food""""]', '["""" Target"""","""" Grocery"""","""" Produce"""","""" Fresh Juices""""]']"
817992020004,revive cola still boogie_down sugar,Revive,cola,,"['boogie_down', 'sugar']","['revive_kombucha_boogie_down', 'boogie', 'down', 'revive_kombucha_boogie', 'still']",[355.0],[],[],[],['cola'],['still'],[],[],0.9,0.0,1.0,1.0,3,"['(12 oz)', 'Kombucha, Original Cola \n45 cal per btl. USDA Organic. Certified Organic by CCOF. Vegan. Gluten free. Non-GMO. This Original Cola brew is our OG. Like that first time you heard your music that woke yo', 'Our mission: brews as good for ya as they are super tasty, guaranteed. This Boogie Down brew is our OG. Like that first time you heard your music that woke you up to a whole better you, this organic k']","['["""" Beverages"""","""" Kombucha"""","""" Kombucha""""]', '["""" Beverages"""","""" Nutritional""""]', '["""" Beverages"""","""" Tea & Kombucha""""]']"
817992020011,revive fruit no_added_sugar free_ride,Revive,fruit,,['free_ride'],"['revive_kombucha_free_ride', 'kombucha_free_ride_hibiscus', 'revive_kombucha_free', 'kombucha_free_ride', 'no_added_sugar', 'sugar']",[355.0],[],[],[],['fruit'],[],['no_added_sugar'],[],0.9,0.0,1.0,1.0,3,"['(12 oz)', 'Kombucha, Hibiscus Refresher \n45 cal per bottle. USDA Organic. Certified Organic by CCOF. Vegan. Gluten free. Caffeine free. Non-GMO. Hibiscus Refresher reminds us of those effortless moments when you', ""Our mission: brews as good for ya as they are super tasty, guaranteed. Free Ride Hibiscus reminds us of those effortless moments when you're totally in the groove. Together, the naturally sweet and ta""]","['["""" Beverages"""","""" Kombucha"""","""" Kombucha""""]', '["""" Beverages"""","""" Nutritional""""]', '["""" Beverages"""","""" Tea & Kombucha""""]']"
817992020028,revive coffee kombucha_up_beat sugar,Revive,coffee,,"['kombucha_up_beat', 'sugar']","['mocha_java_coffee', 'kombucha_up', 'up_beat', 'java_coffee']",[355.0],[],[],[],['coffee'],[],[],[],0.9,0.0,1.0,1.0,3,"['(12 oz)', 'Coffee kombucha? We thought it sounded weird too, until we sourced sweet, fruity, earthy, deep-flavored Mocha Java coffee beans to groove with live kombucha cultures. Up Beat is what we drink for the', 'Kombucha, Mocha Java Coffee \n45 cal per btl. USDA Organic. Certified Organic by CCOF. Vegan. Gluten free. Non-GMO. Coffee Kombucha? We thought it sounded weird too, until we sourced sweet, fruity, ear']","['["""" Beverages"""","""" Kombucha"""","""" Kombucha""""]', '["""" Beverages"""","""" Nutritional""""]', '["""" Beverages"""","""" Tea & Kombucha""""]']"
817992020035,revive ginger solar_kombucha_volume_type sugar,Revive,ginger,,"['solar_kombucha_volume_type', 'sugar']","['type_glass_revive_solar', 'glass_revive_solar_yerba', 'revive_solar_yerba_mate', 'solar_yerba_mate_kombucha']",[355.0],[],[],[],['ginger'],[],[],[],0.9,0.0,1.0,1.0,2,"['(12 oz)', 'Kombucha, Yerba Mate Ginger \n45 cal per btl. USDA Organic. Certified Organic by CCOF. Vegan. Gluten free. Non GMO. Packed full of live & raw probiotics. At Revive, work and fun are pretty much the sam']","['["""" Beverages"""","""" Kombucha"""","""" Kombucha""""]', '["""" Beverages"""","""" Nutritional""""]']"
817992020080,revive lemon still mint kombucha_spring_fling_cucumber sugar,Revive,lemon,,"['kombucha_spring_fling_cucumber', 'sugar']","['mint_lemon', 'revive_kombucha_spring_fling', 'spring_fling_cucumber_mint', 'fling_cucumber_mint_lemon', 'still']",[355.0],[],[],[],"['lemon', 'mint']",['still'],[],[],0.9,0.0,1.0,1.0,1,"[""Kombucha, Cucumber Mint Lemon \n45 cal per btl. USDA Organic. Certified Organic by CCOF. Vegan. Gluten free. Non-GMO. We didn't think the fresh, invigorating taste of spring should only be limited to o""]","['["""" Beverages"""","""" Kombucha"""","""" Kombucha""""]']"
817992020097,revive ginger still lime sugar,Revive,ginger,,['sugar'],"['flavour_lime_ginger', 'wild_ginger', 'ginger', 'ginger_lime', 'lime_ginger', 'still']",[355.0],[],[],[],"['ginger', 'lime']",['still'],[],[],0.9,0.0,1.0,1.0,3,"['(12 oz)', 'Kombucha, Ginger Lime \n45 cal per btl. USDA Organic. Certified Organic by CCOF. Vegan. Gluten free. Caffeine free. Non GMO. Packed full of live & raw probiotics. For ginger lime, we jumped into hardsc', 'Our mission: brews as good for ya as they are super tasty, guaranteed. For Wild Ginger, we jumped into hardscrabble, rock-rumbling, river-raging, virgin territory. This never-before-charted brew uses']","['["""" Beverages"""","""" Kombucha"""","""" Kombucha""""]', '["""" Beverages"""","""" Nutritional""""]', '["""" Beverages"""","""" Tea & Kombucha""""]']"
817992020103,revive still kombucha_boogie_down_sustainable probiotic_tea_type_black sugar,Revive,,,"['kombucha_boogie_down_sustainable', 'probiotic_tea_type_black', 'sugar']","['boogie_down_sustainable_sourcing', 'down_sustainable_sourcing_usda', 'boogie_down_sustainable', 'still']",[1774.0],[],[],[],[],['still'],[],[],0.75,0.0,1.0,1.0,1,"['Kombucha, Original Cola \nUSDA Organic. Certified Organic by CCOF. Vegan. Gluten free. Non GMO. Aka Boogie down. Packed full of live & raw probiotics. Product may contain trace amounts of alcohol due t']","['["""" Beverages"""","""" Kombucha"""","""" Kombucha""""]']"
817992020110,revive no_added_sugar free_ride_kombucha_hibiscus,Revive,,,['free_ride_kombucha_hibiscus'],"['revive_free_ride_kombucha', 'ride_kombucha_hibiscus_type', 'kombucha_hibiscus_type_free', 'hibiscus_type_free_caffeine', 'no_added_sugar', 'sugar']",[1774.0],[],[],[],[],[],['no_added_sugar'],[],0.75,0.0,1.0,1.0,1,"[""Kombucha, Hibiscus Refresher \nUSDA Organic. Certified Organic by CCOF. Vegan. Gluten free. Caffeine free. Non GMO. Aka free ride. Free ride Hibiscus reminds us of those effortless moments when you're""]","['["""" Beverages"""","""" Kombucha"""","""" Kombucha""""]']"
817992020134,revive ginger kombucha_solar_yerba_mate sugar,Revive,ginger,,"['kombucha_solar_yerba_mate', 'sugar']","['revive_kombucha_solar_yerba', 'solar_yerba_mate_immune', 'revive_kombucha_solar', 'kombucha_solar_yerba']",[1774.0],[],[],[],['ginger'],[],[],[],0.75,0.0,1.0,1.0,1,"['Kombucha, Yerba Mate Ginger \nUSDA Organic. Certified Organic by CCOF. Vegan. Gluten free. Non GMO. Aka solar. Packed full of live & raw probiotics. Product may contain trace amounts of alcohol due to']","['["""" Beverages"""","""" Kombucha"""","""" Kombucha""""]']"
817992020325,revive ginger still 60_fl._oz._material glass_caffeine_15_sustainable sugar,Revive,ginger,,"['60_fl._oz._material', 'glass_caffeine_15_sustainable', 'sugar']","['kombucha_wild_ginger_60', 'wild_ginger_60_fl.', 'ginger_60_fl._oz.', 'still']",[355.0],[],[],[],['ginger'],['still'],[],[],0.9,0.0,1.0,1.0,1,"['Kombucha, Ginger Lime \nUSDA Organic. Certified Organic by CCOF. Vegan. Gluten free. Caffeine free. Non GMO. Aka wild ginger. Packed full of live & raw probiotics. For ginger lime, we jumped into hards']","['["""" Beverages"""","""" Kombucha"""","""" Kombucha""""]']"
817992020462,revive citrus ginger kombucha_power_duo_turmeric sugar,Revive,citrus,,"['kombucha_power_duo_turmeric', 'sugar']","['ginger_citrus', 'revive_kombucha_power_duo', 'power_duo_turmeric_ginger', 'duo_turmeric_ginger_citrus']",[355.0],[],[],[],"['citrus', 'ginger']",[],[],[],0.9,0.0,1.0,1.0,1,"['Kombucha, Turmeric Ginger Citrus \n45 cal per btl. USDA Organic. Certified Organic by CCOF. Vegan. Gluten free. Caffeine free. Non GMO. Packed full of live & raw probiotics. Turmeric Ginger Citrus comb']","['["""" Beverages"""","""" Kombucha"""","""" Kombucha""""]']"
817992020561,revive mango carbonated orange sugar,Revive,mango,,['sugar'],"['revive_kombucha_mango_orange', 'kombucha_mango_orange_free', 'mango_orange_free_alcohol', 'orange_free_alcohol_carbonization', 'sparkling_flavour_orange_mango', 'carbonated', 'sparkling']",[],[],[],[],"['mango', 'orange']",['carbonated'],[],[],0.0,0.0,1.0,1.0,1,"['Sparkling Probiotic, Mango Orange \n5 g sugar per can. USDA Organic. Certified Organic by CCOF. Gluten free. Vegan. Non alcoholic. Non GMO. 5 billion live probiotics (5 billion CF Us at time of manufac']","['["""" Beverages"""","""" Tea"""","""" Iced Tea""""]']"
